Date;Endwert;Volumen
Tag 0;118,795;6.207.675,00
Tag 1;119,025;4.904.518,00
Tag 2;116,219;7.755.480,00
Tag 3;117,231;5.536.958,00
Tag 4;117,461;4.792.637,00
Tag 5;116,012;8.022.138,00
Tag 6;117,553;5.652.607,00
Tag 7;117,484;7.157.179,00
Tag 8;118,036;8.875.583,00
Tag 9;117,277;10.213.438,00
Tag 10;112,309;12.083.112,00
