Date;Endwert;Volumen
Tag 0;58,466;2.424.092,00
Tag 1;58,535;1.601.773,00
Tag 2;61,203;4.517.708,00
Tag 3;60,973;2.805.581,00
Tag 4;61,295;2.061.002,00
Tag 5;61,87;3.162.466,00
Tag 6;62,974;2.615.213,00
Tag 7;63,618;3.120.573,00
Tag 8;62,836;2.946.599,00
Tag 9;62,514;2.446.657,00
Tag 10;62,583;1.517.257,00
