Date;Endwert;Volumen
Tag 0;955,88;493.757,00
Tag 1;964,16;414.189,00
Tag 2;945,3;508.378,00
Tag 3;940,93;627.258,00
Tag 4;949,9;513.597,00
Tag 5;954,5;753.360,00
Tag 6;962,55;441.766,00
Tag 7;1000,5;1.199.712,00
Tag 8;990,38;808.123,00
Tag 9;973,36;736.005,00
Tag 10;951,05;813.043,00
