Date;Endwert;Volumen
Tag 0;103,707;3.253.046,00
Tag 1;104,903;1.990.243,00
Tag 2;102,787;3.436.982,00
Tag 3;101,453;3.514.152,00
Tag 4;101,315;2.928.231,00
Tag 5;100,165;3.313.845,00
Tag 6;99,406;2.760.996,00
Tag 7;99,935;2.528.139,00
Tag 8;98,624;3.789.830,00
Tag 9;96,485;3.027.163,00
Tag 10;98,67;3.390.290,00
