Date;Endwert;Volumen
Tag 0;175,766;637.286,00
Tag 1;174,294;623.491,00
Tag 2;173,42;646.272,00
Tag 3;172,822;832.572,00
Tag 4;173,65;1.098.498,00
Tag 5;171,442;915.119,00
Tag 6;171,488;695.315,00
Tag 7;173,65;843.994,00
Tag 8;174,938;907.339,00
Tag 9;174,018;910.954,00
Tag 10;172,178;1.135.837,00
