Date;Endwert;Volumen
Tag 0;499,56;304.338,00
Tag 1;498,18;180.757,00
Tag 2;488,98;349.216,00
Tag 3;487,6;243.561,00
Tag 4;490,82;222.870,00
Tag 5;487,37;393.880,00
Tag 6;500,02;311.409,00
Tag 7;515,43;467.919,00
Tag 8;514,05;480.981,00
Tag 9;506,23;386.057,00
Tag 10;513,82;242.351,00
