Date;Endwert;Volumen
Tag 0;770,27;137.844,00
Tag 1;787,52;130.557,00
Tag 2;777,86;114.485,00
Tag 3;758,31;259.038,00
Tag 4;641,47;1.522.331,00
Tag 5;624,68;485.452,00
Tag 6;628,36;325.464,00
Tag 7;670,91;770.107,00
Tag 8;673,9;427.740,00
Tag 9;648,83;194.920,00
Tag 10;667,46;184000
