Date;Endwert;Volumen
Tag 0;374,854;808452
Tag 1;376,418;644515
Tag 2;365,608;957695
Tag 3;367,678;647882
Tag 4;369,472;805064
Tag 5;367,862;1241391
Tag 6;371,404;587682
Tag 7;374,164;1131676
Tag 8;372,968;1130211
Tag 9;364,366;1286880
Tag 10;361,284;1318912
