Date;Endwert;Volumen
Tag 0;61,065;2.520.766,00
Tag 1;61,847;3.126.206,00
Tag 2;61,916;2.489.775,00
Tag 3;62,882;2.565.317,00
Tag 4;62,238;2.836.565,00
Tag 5;61,916;3.433.953,00
Tag 6;60,191;2.660.302,00
Tag 7;60,812;1.762.713,00
Tag 8;58,397;2.724.638,00
Tag 9;57,454;2.698.443,00
Tag 10;58,19;1.396.900,00
