Date;Endwert;Volumen
Tag 0;240,695;830.921,00
Tag 1;239,2;902.037,00
Tag 2;237,13;604.442,00
Tag 3;236,21;617.235,00
Tag 4;238,28;676.228,00
Tag 5;242,42;969.643,00
Tag 6;241,96;364.023,00
Tag 7;240,465;826.710,00
Tag 8;239,43;1.024.517,00
Tag 9;229,816;2.064.273,00
Tag 10;229,678;1.184.781,00
